ID,Date,Local Time,Air/Ground,Pilot,Observer,Drift,Signal Heard,Heard From Location,Elk General Location,Visual?,Easting,Northing,UTM error,Seasonal range,VegType,Regrowth (if app),Behavior,W/Calf?,Group Size,Composition(description),Cows,Calves,Bulls,Spikes,Multiple collars?,Relocation comments,ID_old,IDuncertainty
131,2/11/2005,,Ground,,KL&KN,,Yes,N Butte,,No,0,0,0,,,,,,,,,,,,,,131,
2,2/14/2005,,Ground,,KL&KN,,Yes,Mammoth,,No,0,0,0,,,,,,,,,,,,,,2,
12,2/14/2005,,Ground,,KL&KN,,No,,,No,0,0,0,,,,,,,,,,,,,,12,
20,2/14/2005,,Ground,,KL&KN,,No,,,No,0,0,0,,,,,,,,,,,,,,20,
22,2/14/2005,,Ground,,KL&KN,,Yes,BT ponds,,No,0,0,0,,,,,,,,,,,,,,22,
28,2/14/2005,,Ground,,KL&KN,,No,,,No,0,0,0,,,,,,,,,,,,,,28,
30,2/14/2005,,Ground,,KL&KN,,No,,,No,0,0,0,,,,,,,,,,,,,,30,
34,2/14/2005,,Ground,,KL&KN,,Yes,Blacktail,,No,0,0,0,,,,,,,,,,,,,,34,
37,2/14/2005,,Ground,,KL&KN,,No,,,No,0,0,0,,,,,,,,,,,,,,37,
50,2/14/2005,,Ground,,KL&KN,,No,,,No,0,0,0,,,,,,,,,,,,,,50,
52,2/14/2005,,Ground,,KL&KN,,No,,,No,0,0,0,,,,,,,,,,,,,,52,
77,2/14/2005,,Ground,,KL&KN,,Yes,Blacktail,,No,0,0,0,,,,,,,,,,,,,,77,
78,2/14/2005,,Ground,,KL&KN,,No,,,No,0,0,0,,,,,,,,,,,,,,78,
94,2/14/2005,,Ground,,KL&KN,,Yes,Lava Cr.,,No,0,0,0,,,,,,,,,,,,,,94,
96,2/14/2005,,Ground,,KL&KN,,No,,,No,0,0,0,,,,,,,,,,,,,,96,
99,2/14/2005,,Ground,,KL&KN,,No,,,No,0,0,0,,,,,,,,,,,,,,99,
100,2/14/2005,,Ground,,KL&KN,,Yes,Mid-BT,,No,0,0,0,,,,,,,,,,,,,,100,
116,2/14/2005,,Ground,,KL&KN,,Yes,Blacktail,,No,0,0,0,,,,,,,,,,,,,,116,
117,2/14/2005,,Ground,,KL&KN,,No,,,No,0,0,0,,,,,,,,,,,,,,117,
120,2/14/2005,,Ground,,KL&KN,,No,,,No,0,0,0,,,,,,,,,,,,,,120,
121,2/14/2005,,Ground,,KL&KN,,No,,,No,0,0,0,,,,,,,,,,,,,,121,
122,2/14/2005,,Ground,,KL&KN,,No,,,No,0,0,0,,,,,,,,,,,,,,122,
123,2/14/2005,,Ground,,KL&KN,,Yes,Lava Cr.,,No,0,0,0,,,,,,,,,,,,,,123,
126,2/14/2005,,Ground,,KL&KN,,No,,,No,0,0,0,,,,,,,,,,,,,,126,
127,2/14/2005,,Ground,,KL&KN,,No,,,No,0,0,0,,,,,,,,,,,,,,127,
129,2/14/2005,,Ground,,KL&KN,,No,,,No,0,0,0,,,,,,,,,,,,,,129,
130,2/14/2005,,Ground,,KL&KN,,No,,,No,0,0,0,,,,,,,,,,,,,,130,
131,2/14/2005,,Ground,,KL&KN,,Yes,Lava Cr.,,No,0,0,0,,,,,,,,,,,,,,131,
2,2/16/2005,,Ground,,TD,,Yes,N Butte,,No,0,0,0,,,,,,,,,,,,,,2,
12,2/16/2005,,Ground,,TD,,Yes,N Butte,,No,0,0,0,,,,,,,,,,,,,,12,
14,2/16/2005,,Ground,,TD,,Yes,N entrance,,No,0,0,0,,,,,,,,,,,,,,14,
18,2/16/2005,,Ground,,TD,,Yes,N Butte,,No,0,0,0,,,,,,,,,,,,,,18,
20,2/16/2005,,Ground,,TD,,Yes,Jardine Rd.,,No,0,0,0,,,,,,,,,,,,,,20,
21,2/16/2005,,Ground,,TD,,Yes,Little America,,No,0,0,0,,,,,,,,,,,,,,21,
22,2/16/2005,,Ground,,TD,,Yes,BT Drive,,No,0,0,0,,,,,,,,,,,,,,22,
23,2/16/2005,,Ground,,TD,,Yes,Elk Cr.,,No,0,0,0,,,,,,,,,,,,,,23,
28,2/16/2005,,Ground,,TD,,Yes,E of Geode,,No,0,0,0,,,,,,,,,,,,,,28,
29,2/16/2005,,Ground,,TD,,Yes,Little America,,No,0,0,0,,,,,,,,,,,,,,29,
30,2/16/2005,,Ground,,TD,,Yes,Hellroaring,,No,0,0,0,,,,,,,,,,,,,,30,
34,2/16/2005,,Ground,,TD,,Yes,Oxbow,,No,0,0,0,,,,,,,,,,,,,,34,
37,2/16/2005,,Ground,,TD,,Yes,Hellroaring,,No,0,0,0,,,,,,,,,,,,,,37,
50,2/16/2005,,Ground,,TD,,Yes,Hellroaring,,No,0,0,0,,,,,,,,,,,,,,50,
52,2/16/2005,,Ground,,TD,,Yes,Hellroaring,,No,0,0,0,,,,,,,,,,,,,,52,
59,2/16/2005,,Ground,,TD,,Yes,Little America,,No,0,0,0,,,,,,,,,,,,,,59,
69,2/16/2005,,Ground,,TD,,Yes,Cresent Hill,,No,0,0,0,,,,,,,,,,,,,,69,
77,2/16/2005,,Ground,,TD,,Yes,Hellroaring,,No,0,0,0,,,,,,,,,,,,,,77,
78,2/16/2005,,Ground,,TD,,Yes,N Butte,,No,0,0,0,,,,,,,,,,,,,,78,
81,2/16/2005,,Ground,,TD,,Yes,Little America,,No,0,0,0,,,,,,,,,,,,,,81,
83,2/16/2005,,Ground,,TD,,No,,,No,0,0,0,,,,,,,,,,,,,,83,
94,2/16/2005,,Ground,,TD,,Yes,N Butte,,No,0,0,0,,,,,,,,,,,,,,94,
96,2/16/2005,,Ground,,TD,,No,,,No,0,0,0,,,,,,,,,,,,,,96,
98,2/16/2005,,Ground,,TD,,Yes,S of HR OL,,No,0,0,0,,,,,,,,,,,,,,98,
99,2/16/2005,,Ground,,TD,,Yes,Hellroaring,,No,0,0,0,,,,,,,,,,,,,,99,
100,2/16/2005,,Ground,,TD,,Yes,N Butte,,No,0,0,0,,,,,,,,,,,,,,100,
102,2/16/2005,,Ground,,TD,,Yes,Little America,,No,0,0,0,,,,,,,,,,,,,,102,
114,2/16/2005,,Ground,,TD,,Yes,Floating Island,,No,0,0,0,,,,,,,,,,,,,,114,
115,2/16/2005,,Ground,,TD,,Yes,Little America,,No,0,0,0,,,,,,,,,,,,,,115,
116,2/16/2005,,Ground,,TD,,Yes,Floating Island,,No,0,0,0,,,,,,,,,,,,,,116,
117,2/16/2005,,Ground,,TD,,Yes,Jardine Rd.,,No,0,0,0,,,,,,,,,,,,,,117,
118,2/16/2005,,Ground,,TD,,Yes,Little America,,No,0,0,0,,,,,,,,,,,,,,118,
119,2/16/2005,,Ground,,TD,,Yes,Little America,,No,0,0,0,,,,,,,,,,,,,,119,
120,2/16/2005,,Ground,,TD,,Yes,Elk Cr.,,No,0,0,0,,,,,,,,,,,,,,120,
121,2/16/2005,,Ground,,TD,,Yes,Little America,,No,0,0,0,,,,,,,,,,,,,,121,
122,2/16/2005,,Ground,,TD,,Yes,N Butte,,No,0,0,0,,,,,,,,,,,,,,122,
123,2/16/2005,,Ground,,TD,,Yes,N Butte,,No,0,0,0,,,,,,,,,,,,,,123,
124,2/16/2005,,Ground,,TD,,Yes,Tower,,No,0,0,0,,,,,,,,,,,,,,124,
125,2/16/2005,,Ground,,TD,,Yes,BT Drive,,No,0,0,0,,,,,,,,,,,,,,125,
126,2/16/2005,,Ground,,TD,,Yes,BT Drive,,No,0,0,0,,,,,,,,,,,,,,126,
127,2/16/2005,,Ground,,TD,,Yes,BT Drive,,No,0,0,0,,,,,,,,,,,,,,127,
128,2/16/2005,,Ground,,TD,,Yes,Tower,,No,0,0,0,,,,,,,,,,,,,,128,
129,2/16/2005,,Ground,,TD,,Yes,N entrance,,No,0,0,0,,,,,,,,,,,,,,129,
130,2/16/2005,,Ground,,TD,,Yes,N Butte,,No,0,0,0,,,,,,,,,,,,,,130,
131,2/16/2005,,Ground,,TD,,Yes,N Butte,,No,0,0,0,,,,,,,,,,,,,,131,
2,2/17/2005,,Ground,,PJW,,No,,,No,0,0,0,,,,,,,,,,,,,,2,
12,2/17/2005,,Ground,,PJW,,No,,,No,0,0,0,,,,,,,,,,,,,,12,
14,2/17/2005,,Ground,,PJW,,Yes,Travertine,,No,0,0,0,,,,,,,,,,,,,,14,
18,2/17/2005,,Ground,,PJW,,Yes,N Butte,,No,0,0,0,,,,,,,,,,,,,,18,
20,2/17/2005,,Ground,,PJW,,Yes,Travertine,,No,0,0,0,,,,,,,,,,,,,,20,
21,2/17/2005,,Ground,,PJW,,Yes,Little America,,No,0,0,0,,,,,,,,,,,,,,21,
22,2/17/2005,,Ground,,PJW,,Yes,Hellroaring,,No,0,0,0,,,,,,,,,,,,,,22,
23,2/17/2005,,Ground,,PJW,,Yes,Hellroaring,,No,0,0,0,,,,,,,,,,,,,,23,
28,2/17/2005,,Ground,,PJW,,Yes,Hellroaring,,No,0,0,0,,,,,,,,,,,,,,28,
29,2/17/2005,,Ground,,PJW,,Yes,Little America,,No,0,0,0,,,,,,,,,,,,,,29,
30,2/17/2005,,Ground,,PJW,,Yes,Hellroaring,,No,0,0,0,,,,,,,,,,,,,,30,
34,2/17/2005,,Ground,,PJW,,Yes,Blacktail,,No,0,0,0,,,,,,,,,,,,,,34,
37,2/17/2005,,Ground,,PJW,,Yes,Hellroaring,,No,0,0,0,,,,,,,,,,,,,,37,
50,2/17/2005,,Ground,,PJW,,Yes,Hellroaring,,No,0,0,0,,,,,,,,,,,,,,50,
52,2/17/2005,,Ground,,PJW,,Yes,Hellroaring,,No,0,0,0,,,,,,,,,,,,,,52,
59,2/17/2005,,Ground,,PJW,,Yes,Little America,,No,0,0,0,,,,,,,,,,,,,,59,
60,2/17/2005,,Ground,,PJW,,No,,,No,0,0,0,,,,,,,,,,,,,,60,
69,2/17/2005,,Ground,,PJW,,Yes,Hellroaring,,No,0,0,0,,,,,,,,,,,,,,69,
77,2/17/2005,,Ground,,PJW,,Yes,Hellroaring,,No,0,0,0,,,,,,,,,,,,,,77,
78,2/17/2005,,Ground,,PJW,,Yes,Blacktail,,No,0,0,0,,,,,,,,,,,,,,78,
80,2/17/2005,,Ground,,PJW,,No,,,No,0,0,0,,,,,,,,,,,,,,80,
81,2/17/2005,,Ground,,PJW,,Yes,Little America,,No,0,0,0,,,,,,,,,,,,,,81,
83,2/17/2005,,Ground,,PJW,,No,,,No,0,0,0,,,,,,,,,,,,,,83,
84,2/17/2005,,Ground,,PJW,,No,,,No,0,0,0,,,,,,,,,,,,,,84,
94,2/17/2005,,Ground,,PJW,,Yes,Blacktail,,No,0,0,0,,,,,,,,,,,,,,94,
96,2/17/2005,,Ground,,PJW,,No,,,No,0,0,0,,,,,,,,,,,,,,96,
98,2/17/2005,,Ground,,PJW,,Yes,Hellroaring,,No,0,0,0,,,,,,,,,,,,,,98,
99,2/17/2005,,Ground,,PJW,,Yes,Tower,,No,0,0,0,,,,,,,,,,,,,,99,
100,2/17/2005,,Ground,,PJW,,Yes,N Butte,,No,0,0,0,,,,,,,,,,,,,,100,
102,2/17/2005,,Ground,,PJW,,Yes,Little America,,No,0,0,0,,,,,,,,,,,,,,102,
114,2/17/2005,,Ground,,PJW,,Yes,Hellroaring,,No,0,0,0,,,,,,,,,,,,,,114,
115,2/17/2005,,Ground,,PJW,,Yes,Little America,,No,0,0,0,,,,,,,,,,,,,,115,
116,2/17/2005,,Ground,,PJW,,Yes,Floating Island,,No,0,0,0,,,,,,,,,,,,,,116,
117,2/17/2005,,Ground,,PJW,,Yes,Travertine,,No,0,0,0,,,,,,,,,,,,,,117,
118,2/17/2005,,Ground,,PJW,,Yes,Druid,,No,0,0,0,,,,,,,,,,,,,,118,
119,2/17/2005,,Ground,,PJW,,Yes,Little America,,No,0,0,0,,,,,,,,,,,,,,119,
120,2/17/2005,,Ground,,PJW,,Yes,Floating Island,,No,0,0,0,,,,,,,,,,,,,,120,
121,2/17/2005,,Ground,,PJW,,Yes,Little America,,No,0,0,0,,,,,,,,,,,,,,121,
122,2/17/2005,,Ground,,PJW,,Yes,N Butte,,No,0,0,0,,,,,,,,,,,,,,122,
123,2/17/2005,,Ground,,PJW,,Yes,N Butte,,No,0,0,0,,,,,,,,,,,,,,123,
124,2/17/2005,,Ground,,PJW,,Yes,Floating Island,,No,0,0,0,,,,,,,,,,,,,,124,
125,2/17/2005,,Ground,,PJW,,Yes,Blacktail,,No,0,0,0,,,,,,,,,,,,,,125,
126,2/17/2005,,Ground,,PJW,,Yes,Hellroaring,,No,0,0,0,,,,,,,,,,,,,,126,
127,2/17/2005,,Ground,,PJW,,Yes,Blacktail,,No,0,0,0,,,,,,,,,,,,,,127,
128,2/17/2005,,Ground,,PJW,,Yes,Tower,,No,0,0,0,,,,,,,,,,,,,,128,
129,2/17/2005,,Ground,,PJW,,Yes,Travertine,,No,0,0,0,,,,,,,,,,,,,,129,
130,2/17/2005,,Ground,,PJW,,Yes,Blacktail,,No,0,0,0,,,,,,,,,,,,,,130,
131,2/17/2005,,Ground,,PJW,,Yes,N Butte,,No,0,0,0,,,,,,,,,,,,,,131,
2,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,2,
12,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,12,
14,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,14,
18,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,18,
20,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,20,
21,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,21,
22,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,22,
23,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,23,
28,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,28,
29,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,29,
30,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,30,
34,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,34,
37,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,37,
50,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,50,
52,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,52,
59,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,59,
69,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,69,
77,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,77,
78,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,78,
81,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,81,
83,2/22/2005,,Ground,,KN,,No,,,No,0,0,0,,,,,,,,,,,,,,83,
94,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,94,
96,2/22/2005,,Ground,,KN,,No,,,No,0,0,0,,,,,,,,,,,,,,96,
98,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,98,
99,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,99,
100,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,100,
102,2/22/2005,,Ground,,KN,,No,,,No,0,0,0,,,,,,,,,,,,,,102,
114,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,114,
115,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,115,
116,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,116,
117,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,117,
118,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,118,
119,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,119,
120,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,120,
121,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,121,
122,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,122,
123,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,123,
124,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,124,
125,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,125,
126,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,126,
127,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,127,
128,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,128,
129,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,129,
130,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,130,
131,2/22/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,131,
2,2/24/2005,,Ground,,PJW,,Yes,travertine,,No,0,0,0,,,,,,,,,,,,,,2,
12,2/24/2005,,Ground,,PJW,,Yes,travertine,,No,0,0,0,,,,,,,,,,,,,,12,
14,2/24/2005,,Ground,,PJW,,Yes,travertine,,No,0,0,0,,,,,,,,,,,,,,14,
18,2/24/2005,,Ground,,PJW,,Yes,travertine,,No,0,0,0,,,,,,,,,,,,,,18,
20,2/24/2005,,Ground,,PJW,,Yes,travertine,,No,0,0,0,,,,,,,,,,,,,,20,
21,2/24/2005,,Ground,,PJW,,Yes,Little America,,No,0,0,0,,,,,,,,,,,,,,21,
22,2/24/2005,,Ground,,PJW,,Yes,hellroaring (wk),,No,0,0,0,,,,,,,,,,,,,,22,
23,2/24/2005,,Ground,,PJW,,Yes,little america,,No,0,0,0,,,,,,,,,,,,,,23,
28,2/24/2005,,Ground,,PJW,,Yes,blacktail,,No,0,0,0,,,,,,,,,,,,,,28,
29,2/24/2005,,Ground,,PJW,,Yes,little america,,No,0,0,0,,,,,,,,,,,,,,29,
30,2/24/2005,,Ground,,PJW,,Yes,Tower,,No,0,0,0,,,,,,,,,,,,,,30,
34,2/24/2005,,Ground,,PJW,,Yes,blacktail Dr.,,No,0,0,0,,,,,,,,,,,,,,34,
37,2/24/2005,,Ground,,PJW,,Yes,blacktail dr.,,No,0,0,0,,,,,,,,,,,,,,37,
50,2/24/2005,,Ground,,PJW,,Yes,floating isl.,,No,0,0,0,,,,,,,,,,,,,,50,
52,2/24/2005,,Ground,,PJW,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,52,
59,2/24/2005,,Ground,,PJW,,Yes,little america,,No,0,0,0,,,,,,,,,,,,,,59,
60,2/24/2005,,Ground,,PJW,,No,,,No,0,0,0,,,,,,,,,,,,,,60,
69,2/24/2005,,Ground,,PJW,,Yes,little america,,No,0,0,0,,,,,,,,,,,,,,69,
77,2/24/2005,,Ground,,PJW,,Yes,Hellroaring (wk),,No,0,0,0,,,,,,,,,,,,,,77,
78,2/24/2005,,Ground,,PJW,,Yes,blacktail,,No,0,0,0,,,,,,,,,,,,,,78,
80,2/24/2005,,Ground,,PJW,,No,,,No,0,0,0,,,,,,,,,,,,,,80,
81,2/24/2005,,Ground,,PJW,,Yes,little america,,No,0,0,0,,,,,,,,,,,,,,81,
83,2/24/2005,,Ground,,PJW,,Yes,little america,,No,0,0,0,,,,,,,,,,,,,,83,
84,2/24/2005,,Ground,,PJW,,No,,,No,0,0,0,,,,,,,,,,,,,,84,
94,2/24/2005,,Ground,,PJW,,Yes,blacktail,,No,0,0,0,,,,,,,,,,,,,,94,
96,2/24/2005,,Ground,,PJW,,No,,,No,0,0,0,,,,,,,,,,,,,,96,
98,2/24/2005,,Ground,,PJW,,Yes,little america,,No,0,0,0,,,,,,,,,,,,,,98,
99,2/24/2005,,Ground,,PJW,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,99,
100,2/24/2005,,Ground,,PJW,,Yes,blacktail,,No,0,0,0,,,,,,,,,,,,,,100,
102,2/24/2005,,Ground,,PJW,,Yes,Tower,,No,0,0,0,,,,,,,,,,,,,,102,
114,2/24/2005,,Ground,,PJW,,Yes,little america,,No,0,0,0,,,,,,,,,,,,,,114,
115,2/24/2005,,Ground,,PJW,,Yes,little america,,No,0,0,0,,,,,,,,,,,,,,115,
116,2/24/2005,,Ground,,PJW,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,116,
117,2/24/2005,,Ground,,PJW,,Yes,travertine,,No,0,0,0,,,,,,,,,,,,,,117,
118,2/24/2005,,Ground,,PJW,,Yes,Little America,,No,0,0,0,,,,,,,,,,,,,,118,
119,2/24/2005,,Ground,,PJW,,Yes,little america,,No,0,0,0,,,,,,,,,,,,,,119,
120,2/24/2005,,Ground,,PJW,,Yes,hellroaring (wk),,No,0,0,0,,,,,,,,,,,,,,120,
121,2/24/2005,,Ground,,PJW,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,121,
122,2/24/2005,,Ground,,PJW,,Yes,1 mi. W. of HR,,No,0,0,0,,,,,,,,,,,,,,122,
123,2/24/2005,,Ground,,PJW,,Yes,blacktail,,No,0,0,0,,,,,,,,,,,,,,123,
124,2/24/2005,,Ground,,PJW,,Yes,E. of Floating Isl,,No,0,0,0,,,,,,,,,,,,,,124,
125,2/24/2005,,Ground,,PJW,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,125,
126,2/24/2005,,Ground,,PJW,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,126,
127,2/24/2005,,Ground,,PJW,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,127,
128,2/24/2005,,Ground,,PJW,,Yes,little america,,No,0,0,0,,,,,,,,,,,,,,128,
129,2/24/2005,,Ground,,PJW,,Yes,travertine,,No,0,0,0,,,,,,,,,,,,,,129,
130,2/24/2005,,Ground,,PJW,,Yes,blacktail dr.,,No,0,0,0,,,,,,,,,,,,,,130,
131,2/24/2005,,Ground,,PJW,,Yes,blacktail dr.,,No,0,0,0,,,,,,,,,,,,,,131,
2,2/28/2005,,Ground,,KN,,Yes,Jardine Rd.,,No,0,0,0,,,,,,,,,,,,,,2,
12,2/28/2005,,Ground,,KN,,Yes,Jardine Rd.,,No,0,0,0,,,,,,,,,,,,,,12,
14,2/28/2005,,Ground,,KN,,No,,,No,0,0,0,,,,,,,,,,,,,,14,
18,2/28/2005,,Ground,,KN,,No,,,No,0,0,0,,,,,,,,,,,,,,18,
20,2/28/2005,,Ground,,KN,,Yes,Jardine Rd.,,No,0,0,0,,,,,,,,,,,,,,20,
96,2/28/2005,,Ground,,KN,,No,,,No,0,0,0,,,,,,,,,,,,,,96,
117,2/28/2005,,Ground,,KN,,Yes,Jardine Rd.,,No,0,0,0,,,,,,,,,,,,,,117,
129,2/28/2005,,Ground,,KN,,Yes,Jardine Rd.,,No,0,0,0,,,,,,,,,,,,,,129,
2,3/1/2005,,Ground,,KL,,Yes,travertine,sepulcher,No,0,0,0,,,,,,,,,,,,,,2,
12,3/1/2005,,Ground,,KL,,Yes,gardiner canyon,,No,0,0,0,,,,,,,,,,,,,,12,
14,3/1/2005,,Ground,,KL,,No,,,No,0,0,0,,,,,,,,,,,,,,14,
18,3/1/2005,,Ground,,KL,,Yes,travertine,sepulcher,No,0,0,0,,,,,,,,,,,,,,18,
20,3/1/2005,,Ground,,KL,,Yes,stevens creek,stevens creek,No,0,0,0,,,,,,,,,,,,,,20,
21,3/1/2005,,Ground,,KL,,Yes,Hellroaring,little buffalo,No,0,0,0,,,,,,,,,,,,,,21,
22,3/1/2005,,Ground,,KL,,Yes,hellroaring,hellroaring,No,0,0,0,,,,,,,,,,,,,,22,
23,3/1/2005,,Ground,,KL,,Yes,Hellroaring,Hellroaring,No,0,0,0,,,,,,,,,,,,,,23,
28,3/1/2005,,Ground,,KL,,Yes,hellroaring,cottonwood,No,0,0,0,,,,,,,,,,,,,,28,
29,3/1/2005,,Ground,,KL,,Yes,Tower,Junction,No,0,0,0,,,,,,,,,,,,,,29,
30,3/1/2005,,Ground,,KL,,Yes,Hellroaring,hellroaring,No,0,0,0,,,,,,,,,,,,,,30,
34,3/1/2005,,Ground,,KL,,Yes,Hellroaring,cottonwood,No,0,0,0,,,,,,,,,,,,,,34,
37,3/1/2005,,Ground,,KL,,Yes,Hellroaring,Hellroaring,No,0,0,0,,,,,,,,,,,,,,37,
50,3/1/2005,,Ground,,KL,,Yes,Elk Creek,Junction,No,0,0,0,,,,,,,,,,,,,,50,
52,3/1/2005,,Ground,,KL,,Yes,hellroaring,cottonwood,No,0,0,0,,,,,,,,,,,,,,52,
59,3/1/2005,,Ground,,KL,,Yes,Little America,Little America,No,0,0,0,,,,,,,,,,,,,,59,
60,3/1/2005,,Ground,,KL,,No,,,No,0,0,0,,,,,,,,,,,,,,60,
69,3/1/2005,,Ground,,KL,,Yes,Hellroaring,Hellroaring,No,0,0,0,,,,,,,,,,,,,,69,
77,3/1/2005,,Ground,,KL,,Yes,Hellroaring,cottonwood,No,0,0,0,,,,,,,,,,,,,,77,
78,3/1/2005,,Ground,,KL,,Yes,lava creek,blacktail,No,0,0,0,,,,,,,,,,,,,,78,
80,3/1/2005,,Ground,,KL,,No,,,No,0,0,0,,,,,,,,,,,,,,80,
81,3/1/2005,,Ground,,KL,,Yes,Little America,Little America,No,0,0,0,,,,,,,,,,,,,,81,
83,3/1/2005,,Ground,,KL,,Yes,Elk Creek (wk),,No,0,0,0,,,,,,,,,,,,,,83,
84,3/1/2005,,Ground,,KL,,No,,,No,0,0,0,,,,,,,,,,,,,,84,
94,3/1/2005,,Ground,,KL,,Yes,lava creek,blacktail,No,0,0,0,,,,,,,,,,,,,,94,
96,3/1/2005,,Ground,,KL,,No,,,No,0,0,0,,,,,,,,,,,,,,96,
98,3/1/2005,,Ground,,KL,,Yes,Elk Creek,Junction,No,0,0,0,,,,,,,,,,,,,3/1,98,
99,3/1/2005,,Ground,,KL,,Yes,hellroaring,hellroaring,No,0,0,0,,,,,,,,,,,,,,99,
100,3/1/2005,,Ground,,KL,,Yes,north butte p/o,north butte,No,0,0,0,,,,,,,,,,,,,,100,
102,3/1/2005,,Ground,,KL,,Yes,Hellroaring,Hellroaring,No,0,0,0,,,,,,,,,,,,,,102,
114,3/1/2005,,Ground,,KL,,Yes,little america,junction slopes,No,0,0,0,,,,,,,,,,,,,,114,
115,3/1/2005,,Ground,,KL,,Yes,little america,little america,No,0,0,0,,,,,,,,,,,,,,115,
116,3/1/2005,,Ground,,KL,,Yes,little america,little america,No,0,0,0,,,,,,,,,,,,,,116,
117,3/1/2005,,Ground,,KL,,Yes,travertine,sepulcher,No,0,0,0,,,,,,,,,,,,,,117,
118,3/1/2005,,Ground,,KL,,Yes,Elk Creek,Junction slopes,No,0,0,0,,,,,,,,,,,,,,118,
119,3/1/2005,,Ground,,KL,,Yes,little america,junction slopes,No,0,0,0,,,,,,,,,,,,,,119,
120,3/1/2005,,Ground,,KL,,Yes,hellroaring,hellroaring,No,0,0,0,,,,,,,,,,,,,,120,
121,3/1/2005,,Ground,,KL,,Yes,hellroaring,hellroaring,No,0,0,0,,,,,,,,,,,,,,121,
